"","beer1","beer2","V1"
"783","60 Minute IPA","Anchor Steam Beer",0.192098920751196
"784","60 Minute IPA","120 Minute IPA",0.145686364433827
"785","Brooklyn Black Chocolate Stout","90 Minute IPA",0.129356360550681
"786","Brooklyn Black Chocolate Stout","India Pale Ale",0.0576587775358607
"787","Brooklyn Black Chocolate Stout","Old Rasputin Russian Imperial Stout",0.191527573986987
"788","Brooklyn Black Chocolate Stout","Sierra Nevada Celebration Ale",0.0979113651645444
"789","Brooklyn Black Chocolate Stout","Stone Ruination IPA",0.165286120633258
"790","Brooklyn Black Chocolate Stout","Arrogant Bastard Ale",0.148326176315556
"791","Brooklyn Black Chocolate Stout","Two Hearted Ale",0.073426108262957
"792","Brooklyn Black Chocolate Stout","Stone IPA (India Pale Ale)",0.142106752651001
"793","Brooklyn Black Chocolate Stout","Sierra Nevada Pale Ale",0.12283249924729
"794","Brooklyn Black Chocolate Stout","La Fin Du Monde",0.151292312040104
"795","Brooklyn Black Chocolate Stout","Pale Ale",0.0633205934451562
"796","Brooklyn Black Chocolate Stout","Duvel",0.143185963896891
"797","Brooklyn Black Chocolate Stout","Founders Breakfast Stout",0.178865209936164
"798","Brooklyn Black Chocolate Stout","Sierra Nevada Bigfoot Barleywine Style Ale",0.212501167938604
"799","Brooklyn Black Chocolate Stout","Pliny The Elder",0.0745003325451959
"800","Brooklyn Black Chocolate Stout","60 Minute IPA",0.127942433146312
"801","Brooklyn Black Chocolate Stout","Storm King Stout",0.227346747111947
"802","Brooklyn Black Chocolate Stout","Samuel Adams Boston Lager",0.117107946065545
"803","Brooklyn Black Chocolate Stout","Bell's Hopslam Ale",0.100502021731552
"804","Brooklyn Black Chocolate Stout","Stone Imperial Russian Stout",0.260809520958353
"805","Brooklyn Black Chocolate Stout","Chocolate Stout",0.201562293040848
"806","Brooklyn Black Chocolate Stout","Imperial Stout",0.203057589452512
"807","Brooklyn Black Chocolate Stout","HopDevil Ale",0.179359739817256
"808","Brooklyn Black Chocolate Stout","Dead Guy Ale",0.0832580313006562
"809","Brooklyn Black Chocolate Stout","St. Bernardus Abt 12",0.174562782798225
"810","Brooklyn Black Chocolate Stout","Trappistes Rochefort 10",0.152279986597622
"811","Brooklyn Black Chocolate Stout","Young's Double Chocolate Stout",0.165699862703175
"812","Brooklyn Black Chocolate Stout","Ayinger Celebrator Doppelbock",0.148570695694641
"813","Brooklyn Black Chocolate Stout","Samuel Smith's Oatmeal Stout",0.153477964816584
"814","Brooklyn Black Chocolate Stout","Chimay Grande Réserve (Blue)",0.155998629890076
"815","Brooklyn Black Chocolate Stout","Sierra Nevada Torpedo Extra IPA",0.0862580067282322
"816","Brooklyn Black Chocolate Stout","Guinness Draught",0.0693644129494013
"817","Brooklyn Black Chocolate Stout","Weihenstephaner Hefeweissbier",0.0799600292457956
"818","Brooklyn Black Chocolate Stout","Racer 5 India Pale Ale",0.176036559570458
"819","Brooklyn Black Chocolate Stout","Orval Trappist Ale",0.0689465558383878
"820","Brooklyn Black Chocolate Stout","Tröegs Nugget Nectar",0.134273219399049
"821","Brooklyn Black Chocolate Stout","Hop Rod Rye",0.106764408911549
"822","Brooklyn Black Chocolate Stout","Founders KBS (Kentucky Breakfast Stout)",0.175836884637476
"823","Brooklyn Black Chocolate Stout","Schneider Aventinus",0.14501867619422
"824","Brooklyn Black Chocolate Stout","Samuel Adams Octoberfest",0.0570324018756355
"825","Brooklyn Black Chocolate Stout","Hennepin (Farmhouse Saison)",0.172264166291062
"826","Brooklyn Black Chocolate Stout","Prima Pils",0.115608522156415
"827","Brooklyn Black Chocolate Stout","Punkin Ale",0.184059549024909
"828","Brooklyn Black Chocolate Stout","Double Bastard Ale",0.157654756968084
"829","Brooklyn Black Chocolate Stout","Samuel Adams Winter Lager",0.173990331735829
"830","Brooklyn Black Chocolate Stout","Hop Wallop",0.123750545447104
"831","Brooklyn Black Chocolate Stout","Oatmeal Stout",0.111321927304979
"832","Brooklyn Black Chocolate Stout","Anchor Steam Beer",0.114702478303558
"833","Brooklyn Black Chocolate Stout","120 Minute IPA",0.0862137666934841
"834","Storm King Stout","90 Minute IPA",0.186592809394886
"835","Storm King Stout","India Pale Ale",0.0589275240043574
"836","Storm King Stout","Old Rasputin Russian Imperial Stout",0.227924690455457
"837","Storm King Stout","Sierra Nevada Celebration Ale",0.199930372285929
"838","Storm King Stout","Stone Ruination IPA",0.244547308053256
"839","Storm King Stout","Arrogant Bastard Ale",0.253488741783678
"840","Storm King Stout","Two Hearted Ale",0.222838534856697
"841","Storm King Stout","Stone IPA (India Pale Ale)",0.202656848502583
"842","Storm King Stout","Sierra Nevada Pale Ale",0.183496671495004
"843","Storm King Stout","La Fin Du Monde",0.146326406972543
"844","Storm King Stout","Pale Ale",0.046126939639749
"845","Storm King Stout","Duvel",0.122910102846435
"846","Storm King Stout","Founders Breakfast Stout",0.190110305987358
"847","Storm King Stout","Sierra Nevada Bigfoot Barleywine Style Ale",0.238100765293697
"848","Storm King Stout","Pliny The Elder",0.077487285099224
"849","Storm King Stout","60 Minute IPA",0.207832302015118
"850","Storm King Stout","Brooklyn Black Chocolate Stout",0.227346747111947
"851","Storm King Stout","Samuel Adams Boston Lager",0.146996399633205
"852","Storm King Stout","Bell's Hopslam Ale",0.113573792931441
"853","Storm King Stout","Stone Imperial Russian Stout",0.268545683013294
"854","Storm King Stout","Chocolate Stout",0.283821269118831
"855","Storm King Stout","Imperial Stout",0.284384270444971
"856","Storm King Stout","HopDevil Ale",0.347691843903901
"857","Storm King Stout","Dead Guy Ale",0.165263564172107
"858","Storm King Stout","St. Bernardus Abt 12",0.237717936156683
"859","Storm King Stout","Trappistes Rochefort 10",0.21906799072489
"860","Storm King Stout","Young's Double Chocolate Stout",0.159010809407551
"861","Storm King Stout","Ayinger Celebrator Doppelbock",0.21634465765646
"862","Storm King Stout","Samuel Smith's Oatmeal Stout",0.199899006765904
"863","Storm King Stout","Chimay Grande Réserve (Blue)",0.132765936632962
"864","Storm King Stout","Sierra Nevada Torpedo Extra IPA",0.115666944820058
"865","Storm King Stout","Guinness Draught",0.0429705738316544
"866","Storm King Stout","Weihenstephaner Hefeweissbier",0.0672144314125482
"867","Storm King Stout","Racer 5 India Pale Ale",0.247184272623016
"868","Storm King Stout","Orval Trappist Ale",0.0633936292020509
"869","Storm King Stout","Tröegs Nugget Nectar",0.17622210520802
"870","Storm King Stout","Hop Rod Rye",0.263097640082816
"871","Storm King Stout","Founders KBS (Kentucky Breakfast Stout)",0.16368966545623
"872","Storm King Stout","Schneider Aventinus",0.16608996610709
"873","Storm King Stout","Samuel Adams Octoberfest",0.0562764968435453
"874","Storm King Stout","Hennepin (Farmhouse Saison)",0.251758493038064
"875","Storm King Stout","Prima Pils",0.245157820670625
"876","Storm King Stout","Punkin Ale",0.126868826073663
"877","Storm King Stout","Double Bastard Ale",0.195005001310414
"878","Storm King Stout","Samuel Adams Winter Lager",0.230837325067696
"879","Storm King Stout","Hop Wallop",0.253716504237708
"880","Storm King Stout","Oatmeal Stout",0.131754689058149
"881","Storm King Stout","Anchor Steam Beer",0.0641089010499823
"882","Storm King Stout","120 Minute IPA",0.111814630499977
"883","Samuel Adams Boston Lager","90 Minute IPA",0.0920548196921366
"884","Samuel Adams Boston Lager","India Pale Ale",0.0549469023128304
"885","Samuel Adams Boston Lager","Old Rasputin Russian Imperial Stout",0.166391874653847
"886","Samuel Adams Boston Lager","Sierra Nevada Celebration Ale",0.220311867632329
"887","Samuel Adams Boston Lager","Stone Ruination IPA",0.0952853609754713
"888","Samuel Adams Boston Lager","Arrogant Bastard Ale",0.211664523280219
"889","Samuel Adams Boston Lager","Two Hearted Ale",0.140748260239705
"890","Samuel Adams Boston Lager","Stone IPA (India Pale Ale)",0.129524537523312
"891","Samuel Adams Boston Lager","Sierra Nevada Pale Ale",0.273004151759582
"892","Samuel Adams Boston Lager","La Fin Du Monde",0.163591034527562
"893","Samuel Adams Boston Lager","Pale Ale",0.0932928303162644
"894","Samuel Adams Boston Lager","Duvel",0.172164813175563
"895","Samuel Adams Boston Lager","Founders Breakfast Stout",0.159693603246616
"896","Samuel Adams Boston Lager","Sierra Nevada Bigfoot Barleywine Style Ale",0.223766736979751
"897","Samuel Adams Boston Lager","Pliny The Elder",0.100985933368198
"898","Samuel Adams Boston Lager","60 Minute IPA",0.203683956123019
"899","Samuel Adams Boston Lager","Brooklyn Black Chocolate Stout",0.117107946065545
"900","Samuel Adams Boston Lager","Storm King Stout",0.146996399633205
"901","Samuel Adams Boston Lager","Bell's Hopslam Ale",0.11328374851629
"902","Samuel Adams Boston Lager","Stone Imperial Russian Stout",0.0525440538183509
"903","Samuel Adams Boston Lager","Chocolate Stout",0.205580782020488
"904","Samuel Adams Boston Lager","Imperial Stout",0.0900069323570299
"905","Samuel Adams Boston Lager","HopDevil Ale",0.114066193017587
"906","Samuel Adams Boston Lager","Dead Guy Ale",0.221337928205304
"907","Samuel Adams Boston Lager","St. Bernardus Abt 12",0.119713187732556
"908","Samuel Adams Boston Lager","Trappistes Rochefort 10",0.0727371444936291
"909","Samuel Adams Boston Lager","Young's Double Chocolate Stout",0.101623257154093
"910","Samuel Adams Boston Lager","Ayinger Celebrator Doppelbock",0.151360904939986
"911","Samuel Adams Boston Lager","Samuel Smith's Oatmeal Stout",0.196333325823289
"912","Samuel Adams Boston Lager","Chimay Grande Réserve (Blue)",0.132569367563983
"913","Samuel Adams Boston Lager","Sierra Nevada Torpedo Extra IPA",0.187771271403733
"914","Samuel Adams Boston Lager","Guinness Draught",0.0871398972213703
"915","Samuel Adams Boston Lager","Weihenstephaner Hefeweissbier",0.27202011016887
"916","Samuel Adams Boston Lager","Racer 5 India Pale Ale",0.121791265062237
"917","Samuel Adams Boston Lager","Orval Trappist Ale",0.115659784828701
"918","Samuel Adams Boston Lager","Tröegs Nugget Nectar",0.171978332396895
"919","Samuel Adams Boston Lager","Hop Rod Rye",0.157224674192686
"920","Samuel Adams Boston Lager","Founders KBS (Kentucky Breakfast Stout)",0.0532326812244487
"921","Samuel Adams Boston Lager","Schneider Aventinus",0.101298508629924
"922","Samuel Adams Boston Lager","Samuel Adams Octoberfest",0.302252764753189
"923","Samuel Adams Boston Lager","Hennepin (Farmhouse Saison)",0.168028602566691
"924","Samuel Adams Boston Lager","Prima Pils",0.23338053932185
"925","Samuel Adams Boston Lager","Punkin Ale",0.21108630142805
"926","Samuel Adams Boston Lager","Double Bastard Ale",0.0550530732800312
"927","Samuel Adams Boston Lager","Samuel Adams Winter Lager",0.278337792051318
"928","Samuel Adams Boston Lager","Hop Wallop",0.151709935417697
"929","Samuel Adams Boston Lager","Oatmeal Stout",0.0900881780105173
"930","Samuel Adams Boston Lager","Anchor Steam Beer",0.258056726526234
"931","Samuel Adams Boston Lager","120 Minute IPA",0.0423343354361663
"932","Bell's Hopslam Ale","90 Minute IPA",0.158473092012424
"933","Bell's Hopslam Ale","India Pale Ale",0.102831471652523
"934","Bell's Hopslam Ale","Old Rasputin Russian Imperial Stout",0.17078998232882
"935","Bell's Hopslam Ale","Sierra Nevada Celebration Ale",0.1200595077935
"936","Bell's Hopslam Ale","Stone Ruination IPA",0.131663512393799
"937","Bell's Hopslam Ale","Arrogant Bastard Ale",0.130903958631913
"938","Bell's Hopslam Ale","Two Hearted Ale",0.254901244520913
"939","Bell's Hopslam Ale","Stone IPA (India Pale Ale)",0.0869465892145333
"940","Bell's Hopslam Ale","Sierra Nevada Pale Ale",0.0103488979915518
"941","Bell's Hopslam Ale","La Fin Du Monde",0.140785591807644
"942","Bell's Hopslam Ale","Pale Ale",0.0698879333983954
"943","Bell's Hopslam Ale","Duvel",0.155367343007331
"944","Bell's Hopslam Ale","Founders Breakfast Stout",0.180300390252636
"945","Bell's Hopslam Ale","Sierra Nevada Bigfoot Barleywine Style Ale",0.114734215420755
"946","Bell's Hopslam Ale","Pliny The Elder",0.20853737408145
"947","Bell's Hopslam Ale","60 Minute IPA",0.105904667767165
"948","Bell's Hopslam Ale","Brooklyn Black Chocolate Stout",0.100502021731552
"949","Bell's Hopslam Ale","Storm King Stout",0.113573792931441
"950","Bell's Hopslam Ale","Samuel Adams Boston Lager",0.11328374851629
"951","Bell's Hopslam Ale","Stone Imperial Russian Stout",0.166321279626423
"952","Bell's Hopslam Ale","Chocolate Stout",0.133646578782868
"953","Bell's Hopslam Ale","Imperial Stout",0.108943447649184
"954","Bell's Hopslam Ale","HopDevil Ale",0.0521697887235911
"955","Bell's Hopslam Ale","Dead Guy Ale",0.109157518044614
"956","Bell's Hopslam Ale","St. Bernardus Abt 12",0.180547507559521
"957","Bell's Hopslam Ale","Trappistes Rochefort 10",0.0825707252947824
"958","Bell's Hopslam Ale","Young's Double Chocolate Stout",0.0462703619556686
"959","Bell's Hopslam Ale","Ayinger Celebrator Doppelbock",0.108449945608218
"960","Bell's Hopslam Ale","Samuel Smith's Oatmeal Stout",0.197044658026478
"961","Bell's Hopslam Ale","Chimay Grande Réserve (Blue)",0.0956552454211516
"962","Bell's Hopslam Ale","Sierra Nevada Torpedo Extra IPA",0.112165322633783
"963","Bell's Hopslam Ale","Guinness Draught",-0.0137003689059566
"964","Bell's Hopslam Ale","Weihenstephaner Hefeweissbier",0.116368160207642
"965","Bell's Hopslam Ale","Racer 5 India Pale Ale",0.124271700529555
"966","Bell's Hopslam Ale","Orval Trappist Ale",0.0277599189943506
"967","Bell's Hopslam Ale","Tröegs Nugget Nectar",0.183327172285679
"968","Bell's Hopslam Ale","Hop Rod Rye",0.129033666199147
"969","Bell's Hopslam Ale","Founders KBS (Kentucky Breakfast Stout)",0.187917897470851
"970","Bell's Hopslam Ale","Schneider Aventinus",0.124879341961226
"971","Bell's Hopslam Ale","Samuel Adams Octoberfest",0.0616611963131726
"972","Bell's Hopslam Ale","Hennepin (Farmhouse Saison)",0.162182741864595
"973","Bell's Hopslam Ale","Prima Pils",0.0973794515788544
"974","Bell's Hopslam Ale","Punkin Ale",0.157690917994427
"975","Bell's Hopslam Ale","Double Bastard Ale",0.111742589130241
"976","Bell's Hopslam Ale","Samuel Adams Winter Lager",0.119175144789598
"977","Bell's Hopslam Ale","Hop Wallop",0.0421735661162898
"978","Bell's Hopslam Ale","Oatmeal Stout",0.0486987195921332
"979","Bell's Hopslam Ale","Anchor Steam Beer",0.107527323815338
"980","Bell's Hopslam Ale","120 Minute IPA",0.0915733879286176
"981","Stone Imperial Russian Stout","90 Minute IPA",0.173330427356532
"982","Stone Imperial Russian Stout","India Pale Ale",0.0180981688907026
"983","Stone Imperial Russian Stout","Old Rasputin Russian Imperial Stout",0.247643126266737
"984","Stone Imperial Russian Stout","Sierra Nevada Celebration Ale",0.139280036967011
"985","Stone Imperial Russian Stout","Stone Ruination IPA",0.274472426307208
"986","Stone Imperial Russian Stout","Arrogant Bastard Ale",0.260534139303469
"987","Stone Imperial Russian Stout","Two Hearted Ale",0.207395677088333
"988","Stone Imperial Russian Stout","Stone IPA (India Pale Ale)",0.285503625307042
"989","Stone Imperial Russian Stout","Sierra Nevada Pale Ale",0.138486591754085
"990","Stone Imperial Russian Stout","La Fin Du Monde",0.148092193795623
"991","Stone Imperial Russian Stout","Pale Ale",0.0130554232411548
"992","Stone Imperial Russian Stout","Duvel",0.157010916334622
"993","Stone Imperial Russian Stout","Founders Breakfast Stout",0.275702779976697
"994","Stone Imperial Russian Stout","Sierra Nevada Bigfoot Barleywine Style Ale",0.219097816873024
"995","Stone Imperial Russian Stout","Pliny The Elder",0.213298638231831
"996","Stone Imperial Russian Stout","60 Minute IPA",0.152166266451982
"997","Stone Imperial Russian Stout","Brooklyn Black Chocolate Stout",0.260809520958353
"998","Stone Imperial Russian Stout","Storm King Stout",0.268545683013294
"999","Stone Imperial Russian Stout","Samuel Adams Boston Lager",0.0525440538183509
"1000","Stone Imperial Russian Stout","Bell's Hopslam Ale",0.166321279626423
"1001","Stone Imperial Russian Stout","Chocolate Stout",0.199558441844332
"1002","Stone Imperial Russian Stout","Imperial Stout",0.196437692471939
"1003","Stone Imperial Russian Stout","HopDevil Ale",0.213240400507617
"1004","Stone Imperial Russian Stout","Dead Guy Ale",0.261892428798859
"1005","Stone Imperial Russian Stout","St. Bernardus Abt 12",0.25928892910427
"1006","Stone Imperial Russian Stout","Trappistes Rochefort 10",0.215278903137438
"1007","Stone Imperial Russian Stout","Young's Double Chocolate Stout",0.119106623394847
"1008","Stone Imperial Russian Stout","Ayinger Celebrator Doppelbock",0.207503176243319
"1009","Stone Imperial Russian Stout","Samuel Smith's Oatmeal Stout",0.0974139161250129
"1010","Stone Imperial Russian Stout","Chimay Grande Réserve (Blue)",0.113734983358341
"1011","Stone Imperial Russian Stout","Sierra Nevada Torpedo Extra IPA",0.215589413404912
"1012","Stone Imperial Russian Stout","Guinness Draught",0.0558711303132481
"1013","Stone Imperial Russian Stout","Weihenstephaner Hefeweissbier",0.0644507281907919
"1014","Stone Imperial Russian Stout","Racer 5 India Pale Ale",0.252166123252341
"1015","Stone Imperial Russian Stout","Orval Trappist Ale",0.0909884038744912
"1016","Stone Imperial Russian Stout","Tröegs Nugget Nectar",0.149414590109403
"1017","Stone Imperial Russian Stout","Hop Rod Rye",0.204336916812922
"1018","Stone Imperial Russian Stout","Founders KBS (Kentucky Breakfast Stout)",0.212935978290989
"1019","Stone Imperial Russian Stout","Schneider Aventinus",0.0796754439336563
"1020","Stone Imperial Russian Stout","Samuel Adams Octoberfest",0.0402513398010112
"1021","Stone Imperial Russian Stout","Hennepin (Farmhouse Saison)",0.144466024273915
"1022","Stone Imperial Russian Stout","Prima Pils",0.0624923616533302
"1023","Stone Imperial Russian Stout","Punkin Ale",0.178903691769229
"1024","Stone Imperial Russian Stout","Double Bastard Ale",0.278901044342685
"1025","Stone Imperial Russian Stout","Samuel Adams Winter Lager",0.145894698061845
"1026","Stone Imperial Russian Stout","Hop Wallop",0.152688664384036
"1027","Stone Imperial Russian Stout","Oatmeal Stout",0.0568164842205922
"1028","Stone Imperial Russian Stout","Anchor Steam Beer",0.139327880482923
"1029","Stone Imperial Russian Stout","120 Minute IPA",0.143879761674573
"1030","Chocolate Stout","90 Minute IPA",0.15556981762889
"1031","Chocolate Stout","India Pale Ale",0.0894620596043379
"1032","Chocolate Stout","Old Rasputin Russian Imperial Stout",0.197561827147948
"1033","Chocolate Stout","Sierra Nevada Celebration Ale",0.163042128094958
"1034","Chocolate Stout","Stone Ruination IPA",0.159425761924852
"1035","Chocolate Stout","Arrogant Bastard Ale",0.221461493078418
"1036","Chocolate Stout","Two Hearted Ale",0.231883280502902
"1037","Chocolate Stout","Stone IPA (India Pale Ale)",0.219341539948628
"1038","Chocolate Stout","Sierra Nevada Pale Ale",0.177742835658087
"1039","Chocolate Stout","La Fin Du Monde",0.176713680585756
"1040","Chocolate Stout","Pale Ale",0.0405167711555879
"1041","Chocolate Stout","Duvel",0.162265182869012
"1042","Chocolate Stout","Founders Breakfast Stout",0.189677179737725
"1043","Chocolate Stout","Sierra Nevada Bigfoot Barleywine Style Ale",0.203377269868895
"1044","Chocolate Stout","Pliny The Elder",0.150016947878212
"1045","Chocolate Stout","60 Minute IPA",0.128789095038413
"1046","Chocolate Stout","Brooklyn Black Chocolate Stout",0.201562293040848
"1047","Chocolate Stout","Storm King Stout",0.283821269118831
"1048","Chocolate Stout","Samuel Adams Boston Lager",0.205580782020488
"1049","Chocolate Stout","Bell's Hopslam Ale",0.133646578782868
"1050","Chocolate Stout","Stone Imperial Russian Stout",0.199558441844332
"1051","Chocolate Stout","Imperial Stout",0.2473301683198
"1052","Chocolate Stout","HopDevil Ale",0.265282586581492
"1053","Chocolate Stout","Dead Guy Ale",0.162526755754583
"1054","Chocolate Stout","St. Bernardus Abt 12",0.14622334287898
"1055","Chocolate Stout","Trappistes Rochefort 10",0.158425932436293
"1056","Chocolate Stout","Young's Double Chocolate Stout",0.198215695477369
"1057","Chocolate Stout","Ayinger Celebrator Doppelbock",0.209937295705221
"1058","Chocolate Stout","Samuel Smith's Oatmeal Stout",0.146087790722898
"1059","Chocolate Stout","Chimay Grande Réserve (Blue)",0.166164613172559
"1060","Chocolate Stout","Sierra Nevada Torpedo Extra IPA",0.121894775199873
"1061","Chocolate Stout","Guinness Draught",0.0351658460689651
"1062","Chocolate Stout","Weihenstephaner Hefeweissbier",0.129365776022359
"1063","Chocolate Stout","Racer 5 India Pale Ale",0.19324368152303
"1064","Chocolate Stout","Orval Trappist Ale",0.0901130832580013
"1065","Chocolate Stout","Tröegs Nugget Nectar",0.117712417706478
"1066","Chocolate Stout","Hop Rod Rye",0.260015702360333
"1067","Chocolate Stout","Founders KBS (Kentucky Breakfast Stout)",0.16512559060758
"1068","Chocolate Stout","Schneider Aventinus",0.183576218117626
"1069","Chocolate Stout","Samuel Adams Octoberfest",0.0427706878908764
"1070","Chocolate Stout","Hennepin (Farmhouse Saison)",0.24616630986417
"1071","Chocolate Stout","Prima Pils",0.227402738250718
"1072","Chocolate Stout","Punkin Ale",0.122323512501276
"1073","Chocolate Stout","Double Bastard Ale",0.199407809277422
"1074","Chocolate Stout","Samuel Adams Winter Lager",0.150565740891733
"1075","Chocolate Stout","Hop Wallop",0.21458492567278
"1076","Chocolate Stout","Oatmeal Stout",0.112594348471821
"1077","Chocolate Stout","Anchor Steam Beer",0.101040738479598
"1078","Chocolate Stout","120 Minute IPA",0.100745418494985
"1079","Imperial Stout","90 Minute IPA",0.166070172562301
"1080","Imperial Stout","India Pale Ale",0.115347944124043
"1081","Imperial Stout","Old Rasputin Russian Imperial Stout",0.143521418857279
"1082","Imperial Stout","Sierra Nevada Celebration Ale",0.165885059374967
"1083","Imperial Stout","Stone Ruination IPA",0.21689466826283
"1084","Imperial Stout","Arrogant Bastard Ale",0.243603809624875
"1085","Imperial Stout","Two Hearted Ale",0.2400945367676
"1086","Imperial Stout","Stone IPA (India Pale Ale)",0.173642546332285
"1087","Imperial Stout","Sierra Nevada Pale Ale",0.136887828178905
"1088","Imperial Stout","La Fin Du Monde",0.136961551614719
"1089","Imperial Stout","Pale Ale",0.0466962395681682
"1090","Imperial Stout","Duvel",0.112512890308729
"1091","Imperial Stout","Founders Breakfast Stout",0.162701186478959
"1092","Imperial Stout","Sierra Nevada Bigfoot Barleywine Style Ale",0.221334691962345
"1093","Imperial Stout","Pliny The Elder",0.171913946728605
"1094","Imperial Stout","60 Minute IPA",0.183162478523438
"1095","Imperial Stout","Brooklyn Black Chocolate Stout",0.203057589452512
"1096","Imperial Stout","Storm King Stout",0.284384270444971
"1097","Imperial Stout","Samuel Adams Boston Lager",0.0900069323570299
"1098","Imperial Stout","Bell's Hopslam Ale",0.108943447649184
"1099","Imperial Stout","Stone Imperial Russian Stout",0.196437692471939
"1100","Imperial Stout","Chocolate Stout",0.2473301683198
"1101","Imperial Stout","HopDevil Ale",0.239845088242
"1102","Imperial Stout","Dead Guy Ale",0.227885919160668
"1103","Imperial Stout","St. Bernardus Abt 12",0.191333508773443
"1104","Imperial Stout","Trappistes Rochefort 10",0.120176803294435
"1105","Imperial Stout","Young's Double Chocolate Stout",0.138183681029312
"1106","Imperial Stout","Ayinger Celebrator Doppelbock",0.154892315442096
"1107","Imperial Stout","Samuel Smith's Oatmeal Stout",0.0961846997920814
"1108","Imperial Stout","Chimay Grande Réserve (Blue)",0.00826602116384676
"1109","Imperial Stout","Sierra Nevada Torpedo Extra IPA",0.0905855519262873
"1110","Imperial Stout","Guinness Draught",0.0784126932254375
"1111","Imperial Stout","Weihenstephaner Hefeweissbier",0.0492678687973256
"1112","Imperial Stout","Racer 5 India Pale Ale",0.242736240275958
"1113","Imperial Stout","Orval Trappist Ale",0.0234990876177893
"1114","Imperial Stout","Tröegs Nugget Nectar",0.140698332807762
"1115","Imperial Stout","Hop Rod Rye",0.236523026595511
"1116","Imperial Stout","Founders KBS (Kentucky Breakfast Stout)",0.170618005389813
"1117","Imperial Stout","Schneider Aventinus",0.118781789144716
"1118","Imperial Stout","Samuel Adams Octoberfest",0.00751343166965145
"1119","Imperial Stout","Hennepin (Farmhouse Saison)",0.136789700217727
"1120","Imperial Stout","Prima Pils",0.184030254615814
"1121","Imperial Stout","Punkin Ale",0.0730336688572803
"1122","Imperial Stout","Double Bastard Ale",0.257798333456086
"1123","Imperial Stout","Samuel Adams Winter Lager",0.193826705815479
"1124","Imperial Stout","Hop Wallop",0.120759853722389
"1125","Imperial Stout","Oatmeal Stout",0.144818243026099
"1126","Imperial Stout","Anchor Steam Beer",0.0958661826583354
"1127","Imperial Stout","120 Minute IPA",0.138373226738677
"1128","HopDevil Ale","90 Minute IPA",0.194034759501657
"1129","HopDevil Ale","India Pale Ale",0.127153592989259
"1130","HopDevil Ale","Old Rasputin Russian Imperial Stout",0.20334293914739
"1131","HopDevil Ale","Sierra Nevada Celebration Ale",0.299042714649422
"1132","HopDevil Ale","Stone Ruination IPA",0.254186044437969
"1133","HopDevil Ale","Arrogant Bastard Ale",0.288703412488568
"1134","HopDevil Ale","Two Hearted Ale",0.140171900826742
"1135","HopDevil Ale","Stone IPA (India Pale Ale)",0.249995964512997
"1136","HopDevil Ale","Sierra Nevada Pale Ale",0.186170148719131
"1137","HopDevil Ale","La Fin Du Monde",0.1440751653348
"1138","HopDevil Ale","Pale Ale",0.073159574836612
"1139","HopDevil Ale","Duvel",0.159818654542862
"1140","HopDevil Ale","Founders Breakfast Stout",0.161868810376773
"1141","HopDevil Ale","Sierra Nevada Bigfoot Barleywine Style Ale",0.242870804058571
"1142","HopDevil Ale","Pliny The Elder",0.159495156346653
"1143","HopDevil Ale","60 Minute IPA",0.18969527866116
"1144","HopDevil Ale","Brooklyn Black Chocolate Stout",0.179359739817256
"1145","HopDevil Ale","Storm King Stout",0.347691843903901
"1146","HopDevil Ale","Samuel Adams Boston Lager",0.114066193017587
"1147","HopDevil Ale","Bell's Hopslam Ale",0.0521697887235911
"1148","HopDevil Ale","Stone Imperial Russian Stout",0.213240400507617
"1149","HopDevil Ale","Chocolate Stout",0.265282586581492
"1150","HopDevil Ale","Imperial Stout",0.239845088242
"1151","HopDevil Ale","Dead Guy Ale",0.235028536375261
"1152","HopDevil Ale","St. Bernardus Abt 12",0.195139513898292
"1153","HopDevil Ale","Trappistes Rochefort 10",0.17524024736079
"1154","HopDevil Ale","Young's Double Chocolate Stout",0.188341280380376
"1155","HopDevil Ale","Ayinger Celebrator Doppelbock",0.223108724963868
"1156","HopDevil Ale","Samuel Smith's Oatmeal Stout",0.134133869403569
"1157","HopDevil Ale","Chimay Grande Réserve (Blue)",0.170720507513854
"1158","HopDevil Ale","Sierra Nevada Torpedo Extra IPA",0.21215642214679
"1159","HopDevil Ale","Guinness Draught",0.114544737258861
"1160","HopDevil Ale","Weihenstephaner Hefeweissbier",0.147428171207678
"1161","HopDevil Ale","Racer 5 India Pale Ale",0.215356303846945
"1162","HopDevil Ale","Orval Trappist Ale",0.120121107664832
"1163","HopDevil Ale","Tröegs Nugget Nectar",0.234667758645425
"1164","HopDevil Ale","Hop Rod Rye",0.236244442878924
"1165","HopDevil Ale","Founders KBS (Kentucky Breakfast Stout)",0.148337861677217
"1166","HopDevil Ale","Schneider Aventinus",0.182953941658185
"1167","HopDevil Ale","Samuel Adams Octoberfest",0.0505001709205103
"1168","HopDevil Ale","Hennepin (Farmhouse Saison)",0.242481191188385
"1169","HopDevil Ale","Prima Pils",0.346634152638943
"1170","HopDevil Ale","Punkin Ale",0.198492125851066
"1171","HopDevil Ale","Double Bastard Ale",0.20725504481731
"1172","HopDevil Ale","Samuel Adams Winter Lager",0.200607471568709
"1173","HopDevil Ale","Hop Wallop",0.278538129231266
"1174","HopDevil Ale","Oatmeal Stout",0.0706417143800643
"1175","HopDevil Ale","Anchor Steam Beer",0.113117105066251
